,store_id,n_cust,mae_ncust,percentage_error
380,381,813.8925619834711,228.74,0.2810444654298799
381,382,489.80371900826447,72.86,0.14875346423976546
382,383,2068.504132231405,195.54,0.09453208091446287
383,384,829.5867768595041,231.81,0.27942827256425584
384,385,607.3294392523364,80.22,0.13208646710549093
385,386,811.3780991735537,141.34,0.17419745510011284
386,387,1068.396694214876,257.67,0.24117446393762182
387,388,1382.0702479338843,213.89,0.1547605849411441
388,389,1173.5123966942149,231.08,0.1969131307440403
389,390,1005.7913223140496,208.93,0.20772698607034057
390,391,573.7665289256198,101.93,0.17765065555647583
391,392,908.6157024793389,153.43,0.16886126839029492
392,393,739.1632231404959,124.17,0.16798725384690638
393,394,559.8822314049587,72.2,0.1289556909474026
394,395,421.7623966942149,129.72,0.3075665375025106
395,396,995.50826446281,206.04,0.20696965294525407
396,397,683.099173553719,82.65,0.12099268041860747
397,398,770.7169421487604,144.9,0.18800676626624882
398,399,203.57009345794393,91.02,0.4471187218804517
399,400,1017.7004132231405,200.46,0.19697348787068564
400,401,541.8760330578513,114.46,0.21122912440709501
401,402,441.52685950413223,119.83,0.2713991174502454
402,403,681.7086776859504,95.14,0.13956108102210354
403,404,706.6673553719008,162.06,0.22932996517818768
404,405,609.1838842975206,237.39,0.3896852922722108
405,406,585.49173553719,211.4,0.3610640204955925
406,407,263.79906542056074,236.54,0.8966673161745169
407,408,587.2334710743802,207.46,0.35328367713856473
408,409,400.87603305785126,167.04,0.41668742011297566
409,410,1007.9380165289256,187.61,0.1861324773184761
410,411,595.6177685950413,77.72,0.1304863691077047
411,412,804.1705607476636,182.25,0.22663102691866294
412,413,823.2429906542056,235.25,0.28576010080942704
413,414,614.5185950413223,240.68,0.39165617109408357
414,415,486.9070247933884,155.11,0.31856184466802173
415,416,1185.2603305785124,292.79,0.24702590008820466
416,417,1030.4214876033059,235.05,0.22811053809321388
417,418,688.6962809917355,191.02,0.27736464574039466
418,419,1082.9710743801652,242.77,0.22417034558282048
419,420,374.9369158878505,245.72,0.6553635814124494
420,421,774.3884297520661,198.76,0.2566670579823054
421,422,429.6694214876033,220.91,0.5141394498942105
422,423,3039.6735537190084,412.49,0.13570207218315364
423,424,982.0185950413223,171.4,0.17453844648714384
424,425,157.0599173553719,145.88,0.9288175013483825
425,426,590.2706611570248,66.13,0.1120333507180835
426,427,538.5443925233645,60.87,0.11302689405935867
427,428,448.18457943925233,147.51,0.3291277896811123
428,429,545.5163551401869,200.44,0.36743169679759813
429,430,640.5981308411215,95.04,0.14836134453781513
430,431,1255.9545454545455,239.13,0.19039701784227858
431,432,1995.6694214876034,303.49,0.15207428481505408
432,433,646.75,126.83,0.19610359489756474
433,434,622.7289719626168,118.95,0.1910140773202065
434,435,304.99380165289256,266.67,0.8743456376975552
435,436,568.4586776859504,70.4,0.12384365436478226
436,437,666.0268595041322,139.95,0.2101266608139423
437,438,189.54132231404958,110.86,0.5848856526194162
438,439,667.5495867768595,123.47,0.1849600425882251
439,440,740.6157024793389,173.59,0.23438606475514565
440,441,519.8884297520661,78.13,0.15028224428318215
441,442,576.9834710743802,208.36,0.3611195301869226
442,443,176.43801652892563,105.26,0.5965834465314535
443,444,1011.5702479338843,320.99,0.317318545751634
444,445,1294.206611570248,306.73,0.2370023435654123
445,446,805.2272727272727,146.18,0.1815388089189952
446,447,786.896694214876,100.95,0.12828875853992827
447,448,933.1714876033058,146.08,0.1565414309594713
448,449,1285.2789256198348,288.47,0.22444155447494274
449,450,1359.8698347107438,250.97,0.18455442836805297
450,451,429.547520661157,187.11,0.43559790477198285
451,452,626.2314049586777,227.8,0.36376329611740177
452,453,1486.0123966942149,347.61,0.23392133253618455
453,454,897.3863636363636,165.07,0.1839452956819045
454,455,582.7644628099174,204.29,0.3505532904579909
455,456,1136.969008264463,207.12,0.18216855384313446
456,457,155.45560747663552,125.22,0.8055032689561884
457,458,666.8347107438017,81.42,0.12209922292314747
458,459,842.7892561983471,250.28,0.29696629158392784
459,460,442.051652892562,183.75,0.4156754053460339
460,461,603.305785123967,232.56,0.38547616438356164
461,462,774.6528925619834,147.0,0.1897624102503921
462,463,900.5061983471074,233.31,0.25908761142149156
463,464,1217.5702479338843,314.19,0.25804671273230795
464,465,759.198347107438,108.45,0.14284804545899873
465,466,712.5433884297521,156.8,0.22005677485204614
466,467,1502.0826446280992,244.18,0.16256096219023725
467,468,507.49380165289256,128.43,0.2530671302421965
468,469,1278.7623966942149,194.72,0.15227222860429684
469,470,634.5785123966942,165.34,0.26055089602000414
470,471,733.1191588785047,125.33,0.17095447374711178
471,472,876.4194214876034,98.02,0.11184142842661372
472,473,602.7334710743802,261.5,0.43385677509143944
473,474,557.8739669421487,62.79,0.11255230342467529
474,475,351.56198347107437,60.89,0.17319847669197677
475,476,546.9400826446281,125.89,0.2301714648362981
476,477,567.9626168224299,181.93,0.3203203778055683
477,478,889.7871900826447,99.42,0.11173458227777558
478,479,1670.940082644628,290.11,0.17362082758876518
479,480,577.3719008264463,121.54,0.210505568120008
480,481,587.7747933884298,176.88,0.30093158466410996
481,482,1150.095041322314,198.8,0.17285527965708908
482,483,527.6115702479339,119.5,0.22649237950533357
483,484,623.1280991735537,104.77,0.16813557298885257
484,485,388.7056074766355,210.6,0.5417982039599437
485,486,482.5165289256198,142.41,0.2951401484983172
486,487,624.2685950413223,84.41,0.13521423417817877
487,488,492.7603305785124,248.57,0.5044440158325506
488,489,818.3719008264463,139.87,0.1709125152742292
489,490,1324.5957943925234,258.81,0.19538790708503917
490,491,665.0351239669421,208.78,0.3139383056260621
491,492,1424.9158878504672,272.66,0.1913516456127924
492,493,1017.9111570247934,220.56,0.216679027907175
493,494,1231.2789256198348,245.57,0.1994430302430282
494,495,365.1652892561983,179.58,0.491777299988684
495,496,1064.0247933884298,212.54,0.19975098448895895
496,497,407.55371900826447,96.66,0.23717118870908868
497,498,815.857476635514,181.4,0.22234275617362617
498,499,612.49173553719,74.43,0.12152000701645496
499,500,330.8411214953271,235.2,0.7109152542372881
500,501,724.7850467289719,128.9,0.1778458324736951
501,502,1888.219008264463,339.82,0.17996853040492483
502,503,346.86570247933884,224.47,0.647138066391475
503,504,811.8925619834711,200.74,0.24724946304420853
504,505,554.6095041322315,95.06,0.17139987557323855
505,506,1071.4276859504132,248.37,0.23181219158032362
506,507,562.4690082644628,88.97,0.15817760390838798
507,508,552.1735537190083,87.36,0.15821112657716313
508,509,389.7107438016529,146.53,0.3759968190011664
509,510,1058.0826446280992,219.47,0.20742236073358952
510,511,1022.4338842975206,172.71,0.16892045798996885
511,512,2026.193925233645,342.57,0.16907068752587318
512,513,2675.3863636363635,393.96,0.14725349779556055
513,514,555.553738317757,90.29,0.1625225316157576
514,515,925.7210743801653,129.72,0.14012860200558422
515,516,949.5599173553719,158.22,0.1666245563951983
516,517,813.1859504132232,146.5,0.18015559654659002
517,518,638.3434579439253,217.68,0.34100764610502504
518,519,473.5681818181818,123.75,0.26131400873446275
519,520,284.62396694214874,226.74,0.7966300323756152
520,521,358.41322314049586,262.96,0.7336782881387197
521,522,804.3598130841121,105.06,0.1306131886390175
522,523,1674.8739669421489,369.32,0.220506143918563
523,524,1174.900826446281,414.94,0.35317023416782145
524,525,1102.0371900826447,240.08,0.2178510872051385
525,526,981.2768595041322,234.01,0.2384750009474921
526,527,933.4979338842975,208.87,0.22374982570222637
527,528,1211.3904958677685,209.74,0.17313987580012724
528,529,705.3615702479339,112.46,0.15943596127652718
529,530,959.6301652892562,326.67,0.34041239199846707
530,531,754.1053719008264,146.35,0.19407102170762247
531,532,1591.607438016529,304.0,0.1910018719055791
532,533,1122.4607438016528,209.97,0.18706222124869543
533,534,473.64252336448595,123.7,0.26116742880539073
534,535,1178.797520661157,304.85,0.25861099523607545
535,536,817.3636363636364,235.52,0.2881459237014793
536,537,760.6177685950413,128.85,0.16940177487307784
537,538,722.5661157024794,155.1,0.21465163758642578
538,539,1423.2733644859813,290.42,0.20405075177169912
539,540,291.2570093457944,225.81,0.7752946461518715
540,541,783.2913223140496,168.86,0.21557751910380285
541,542,445.54906542056074,130.73,0.293413251527308
542,543,305.8719008264463,199.21,0.6512857162156686
543,544,1576.6797520661157,292.5,0.1855164307252006
544,545,1303.3512396694214,236.03,0.1810946986630143
545,546,1556.8285123966941,301.43,0.19361798528211493
546,547,557.9906542056075,158.49,0.28403701532534964
547,548,370.56404958677683,272.05,0.7341510875201419
548,549,197.76239669421489,86.54,0.4375958293720029
549,550,466.702479338843,177.73,0.3808207752651803
550,551,659.3285123966942,105.37,0.15981411090045908
551,552,638.2665289256198,84.19,0.13190414377785906
552,553,800.7789256198347,176.9,0.2209099095147545
553,554,709.4462809917355,177.93,0.25080123015272066
